    0.010050 730131
   -0.139303 730228
    0.069364 730330
    0.086486 730430
   -0.104478 730531
    0.133333 730629
    0.625000 730731
    0.117647 730831
    0.234818 730928
    0.144262 731031
   -0.240688 731130
    0.188679 731231
    0.139683 740131
    0.155989 740228
   -0.163855 740329
    0.162824 740430
    0.148699 740531
   -0.148867 740628
   -0.448669 740731
   -0.151724 740830
   -0.390244 740930
    0.613333 741031
   -0.115702 741129
   -0.140187 741231
    0.336957 750131
    0.463415 750228
    0.183333 750331
    0.244131 750430
    0.045283 750530
    0.018051 750630
   -0.120567 750731
    0.112903 750829
    0.083333 750930
   -0.026756 751031
    0.020619 751128
   -0.013468 751231
    0.170648 760130
    0.093294 760227
    0.170667 760331
   -0.033030 760430
   -0.014134 760528
   -0.021505 760630
   -0.036630 760730
   -0.068441 760831
   -0.008163 760930
   -0.098765 761029
    0.036530 761130
    0.052863 761231
   -0.100418 770131
    0.009302 770228
   -0.129032 770331
   -0.105820 770429
    0.023669 770531
    0.150289 770630
    0.000000 770729
   -0.050251 770831
    0.042328 770930
   -0.111675 771031
    0.057143 771130
   -0.010811 771230
   -0.010929 780131
   -0.121547 780228
    0.062893 780331
    0.236686 780428
    0.066986 780531
    0.071749 780630
    0.124477 780731
    0.046512 780831
   -0.026667 780929
   -0.136986 781031
    0.052910 781130
    0.010050 781229
    0.089552 790131
    0.045662 790228
    0.131004 790330
    0.025097 790430
    0.050847 790531
    0.112903 790629
   -0.028986 790731
    0.139303 790831
    0.091703 790928
   -0.004000 791031
    0.108434 791130
   -0.014493 791231
    0.007353 800131
    0.051095 800229
   -0.135417 800331
   -0.008032 800430
    0.109312 800530
   -0.032847 800630
    0.283019 800731
    0.030882 800829
    0.018545 800930
   -0.056022 801031
    0.109792 801128
   -0.133690 801231
   -0.077160 810130
   -0.060201 810227
    0.035587 810331
    0.041237 810430
    0.085809 810529
   -0.121581 810630
   -0.062284 810731
   -0.169742 810831
   -0.133333 810930
    0.174359 811030
   -0.122271 811130
   -0.099502 811231
    0.154696 820129
   -0.019139 820226
    0.126829 820331
    0.095238 820430
   -0.035573 820528
    0.028689 820630
    0.031873 820730
    0.138996 820831
   -0.108475 820930
    0.129278 821029
    0.030303 821130
    0.013072 821231
    0.109677 830131
    0.081395 830228
    0.037634 830331
    0.025907 830429
    0.156566 830531
    0.301310 830630
    0.080537 830729
    0.018634 830831
    0.006098 830930
   -0.084848 831031
    0.105960 831130
    0.005988 831230
   -0.125000 840131
    0.013605 840229
   -0.033557 840330
   -0.027778 840430
   -0.117857 840531
   -0.020243 840629
    0.008264 840731
    0.180328 840831
   -0.138889 840928
   -0.104839 841031
    0.027027 841130
   -0.017544 841231
    0.098214 850131
   -0.089431 850228
   -0.008929 850329
   -0.009009 850430
   -0.040909 850531
   -0.014218 850628
    0.086538 850731
   -0.079646 850830
   -0.009615 850930
   -0.009709 851031
    0.117647 851129
    0.026316 851231
   -0.034188 860131
   -0.017699 860228
   -0.063063 860331
    0.096154 860430
   -0.043860 860530
   -0.155963 860630
   -0.206522 860731
    0.260274 860829
   -0.152174 860930
    0.038462 861031
    0.135802 861128
   -0.086957 861231
    0.488095 870130
    0.216000 870227
    0.032895 870331
    0.197452 870430
   -0.066489 870529
    0.002849 870630
    0.085227 870731
    0.104712 870831
    0.094787 870930
   -0.324675 871030
   -0.173077 871130
    0.232558 871231
   -0.037736 880129
    0.107843 880229
    0.039823 880331
    0.055319 880429
   -0.008065 880531
    0.174797 880630
   -0.038062 880729
   -0.194245 880831
   -0.017857 880930
   -0.100000 881031
   -0.181818 881130
    0.172840 881230
    0.094737 890131
   -0.009615 890228
    0.019417 890331
    0.104762 890428
    0.120690 890531
   -0.107692 890630
    0.051724 890731
   -0.016393 890831
    0.075000 890929
    0.046512 891031
    0.029630 891130
   -0.007194 891229
    0.144928 900131
    0.018987 900228
    0.037267 900330
   -0.053892 900430
    0.221519 900531
   -0.025907 900629
   -0.053191 900731
   -0.250000 900831
   -0.003745 900928
    0.007519 901031
    0.119403 901130
    0.026667 901231
    0.188312 910131
    0.043716 910228
   -0.020942 910328
    0.053476 910430
    0.131980 910531
   -0.165919 910628
    0.010753 910731
    0.053191 910830
   -0.146465 910930
   -0.038462 911031
    0.009231 911129
    0.195122 911231
    0.221939 920131
    0.060543 920228
   -0.129921 920331
   -0.031674 920430
   -0.065421 920529
    0.140000 920630
    0.048246 920731
   -0.029289 920831
    0.133621 920930
    0.028137 921030
    0.059259 921130
    0.216783 921231
    0.228161 930129
    0.091335 930226
   -0.012876 930331
   -0.171957 930430
    0.165572 930528
   -0.007892 930630
   -0.049091 930730
    0.229665 930831
    0.101167 930930
   -0.105300 931029
   -0.027668 931130
    0.008130 931231
    0.053226 940131
    0.053640 940228
   -0.018182 940331
   -0.095556 940429
    0.024590 940531
   -0.064000 940630
    0.013932 940729
    0.109705 940831
   -0.064639 940930
    0.011138 941031
    0.016097 941130
    0.011881 941230
    0.087045 950131
    0.149550 950228
    0.064263 950331
    0.206892 950428
    0.096459 950531
    0.128062 950630
    0.027285 950731
   -0.055769 950831
   -0.018330 950929
    0.160415 951031
   -0.128801 951130
   -0.067762 951229
   -0.026002 960131
    0.064781 960229
   -0.032944 960329
    0.191912 960430
    0.114391 960531
   -0.027318 960628
    0.023660 960731
    0.062396 960830
    0.195771 960930
    0.151801 961031
    0.154721 961129
    0.032020 961231
    0.239523 970131
   -0.125578 970228
   -0.019383 970331
    0.100988 970430
   -0.010612 970530
   -0.063944 970630
    0.295267 970731
    0.003404 970829
    0.002035 970930
   -0.165552 971031
    0.008117 971128
   -0.095008 971231
